,Brand,Price,MRP,Processor,Rating,Reviews,Reviews1,Ram,Ava_offer
348,ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X413EP-EK512...,"₹62,990","₹1,03,490","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, Tru2Life, Splendid, My Asus1 Year Onsite Warranty",5,1 Ratings & 1 Reviews,1 Ratings & 1 Reviews,35.56 cm (14 inch) Display,5% off
349,HP 14s Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DR1009TU Thin and Light Laptop,"₹58,477","₹77,990","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, HP Documentation, HP CoolSense, HP SSRM, HP Smart, HP Support Assistant1 Year Onsite Warranty",4.2,24 Ratings & 4 Reviews,24 Ratings & 4 Reviews,Microsoft Office Home and Student 2019,16% off
350,ASUS ZenBook 13 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4116T Thin and Light Lapt...,"₹82,990","₹81,407",Intel Core i7 Processor (8th Gen)8 GB LPDDR3 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayAsus Splendid1 Year Onsite Warranty,4,37 Ratings & 13 Reviews,37 Ratings & 13 Reviews,1 Year Onsite Warranty,14% off
351,acer Swift 5 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF514-54T Thin and Light Laptop,"₹69,990","₹81,407","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayAcer Collection, Quick Access, Acer Care Center, Acer Product Registration1 Year International Travelers Warranty (ITW)",4,31 Ratings & 2 Reviews,31 Ratings & 2 Reviews,Intel Core i5 Processor (11th Gen),20% off
352,Lenovo Ideapad 3 Ryzen 5 Quad Core 3500U - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home) 15ADA05 Laptop,"₹57,290","₹1,73,990",AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|128 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.3,97 Ratings & 11 Reviews,97 Ratings & 11 Reviews,8 GB DDR4 RAM,26% off
353,Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2...,"₹1,84,990","₹1,22,990",Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.6,271 Ratings & 45 Reviews,271 Ratings & 45 Reviews,64 bit Windows 10 Operating System,24% off
354,Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2...,"₹2,34,990","₹1,02,990",Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,5,28 Ratings & 8 Reviews,28 Ratings & 8 Reviews,512 GB SSD,13% off
355,msi WF65 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Pro/4 GB Graphics/NVIDIA Quadro T100...,"₹1,59,990","₹65,546","Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayTrue Color 2.0, Nahimic 3, Creator Center3 Years Carry In Warranty",4.4,43 Ratings & 10 Reviews,43 Ratings & 10 Reviews,35.56 cm (14 inch) Touchscreen Display,29% off
356,MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U - (8 GB/128 GB SSD/Windows 10 Home) 1873 Laptop,"₹1,09,990","₹1,38,366",AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System128 GB SSD38.1 cm (15 inch) Touchscreen Display1 Year Limited Hardware Warranty,4.3,14 Ratings & 1 Reviews,14 Ratings & 1 Reviews,"HP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP Documentation, HP System Event Utility, HP Jumpstart, Microsoft Office Home and Student 2019",14% off
357,ASUS Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) X415JA-EK094TS Thin and Light Laptop,"₹51,199","₹68,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20191 Year Onsite Warranty,4,"1,664 Ratings & 224 Reviews","1,664 Ratings & 224 Reviews",1 Year Onsite Warranty,22% off
358,Vaio SE Series Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NP14V1IN003P Thin and Light Laptop,"₹62,990","₹57,990",Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 3652 Years Onsite Warranty,4.5,39 Ratings & 5 Reviews,39 Ratings & 5 Reviews,Intel Core i7 Processor (10th Gen),9% off
359,ASUS VivoBook Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) K413JA-EK286T Thin and Light Laptop,"₹54,990","₹57,990","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMy Asus, Splendid, Tru2Life1 Year Onsite Warranty",4.6,"2,792 Ratings & 439 Reviews","2,792 Ratings & 439 Reviews",16 GB DDR4 RAM,9% off
360,msi GE75 Raider Core i9 10th Gen - (32 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeF...,"₹2,39,990","₹95,829","Intel Core i9 Processor (10th Gen)32 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|512 GB SSD43.94 cm (17.3 inch) DisplayDragon Center, Cooler Boost 5, Nahimic VR, True Color 2.0, Nahimic 32 Years Carry In Warranty",4.6,143 Ratings & 19 Reviews,143 Ratings & 19 Reviews,64 bit Windows 10 Operating System,1% off
361,ASUS ROG Zephyrus G15 (2020) Ryzen 9 Octa Core 4900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/...,"₹1,29,990","₹49,990",AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4.4,272 Ratings & 58 Reviews,272 Ratings & 58 Reviews,1 TB HDD|256 GB SSD,18% off
362,msi Modern 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Modern 14 B10MW-426IN Laptop,"₹40,990","₹86,990","Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) DisplayCooler Boost, Nahimic 3, Creator Center1 Year Carry In Warranty",4.5,54 Ratings & 9 Reviews,54 Ratings & 9 Reviews,39.62 cm (15.6 inch) Display,15% off
363,ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and ...,"₹1,54,990","₹1,22,990",Intel Core i7 Processor (10th Gen)16 GB LPDDR3 RAM64 bit Windows 10 Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,4.1,196 Ratings & 30 Reviews,196 Ratings & 30 Reviews,1 Year Onsite Warranty,25% off
364,ASUS Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) S433EA-AM502TS Thin and Light...,"₹60,990","₹89,990","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inches) Touchscreen DisplayOffice Home and Student 2019, MyASUS1 Year Onsite",4,19 Ratings & 1 Reviews,19 Ratings & 1 Reviews,Intel Core i5 Processor (10th Gen),29% off
365,HP 15 Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 15-dc0082TX Laptop,"₹1,16,941","₹1,19,999","Intel Core i7 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|128 GB SSD39.62 cm (15.6 inch) DisplayHP Audio Switch, HP Support Assistant, Omen Command Center1 Year Onsite Warranty",4.2,57 Ratings & 21 Reviews,57 Ratings & 21 Reviews,8 GB LPDDR4X RAM,23% off
366,ASUS ExpertBook P1 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro) ExpertBook P1 P1440FA Thin and Li...,"₹62,699","₹1,19,999",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,4.9,5 Ratings & 0 Reviews,5 Ratings & 0 Reviews,64 bit Windows 10 Operating System,16% off
367,Lenovo Ideapad 520 Core i5 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 520-15IKB Laptop,"₹64,821","₹89,990","Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System2 TB HDD39.62 cm (15.6 inch) DisplayLenovo App Explorer, Lenovo Companion 3.0, Microsoft Office Home and Student 20161 Year Onsite Warranty",3.3,220 Ratings & 42 Reviews,220 Ratings & 42 Reviews,128 GB SSD,14% off
368,ASUS ExpertBook P2 Core i7 10th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin and...,"₹75,990","₹85,736",Intel Core i7 Processor (10th Gen)8 GB DDR4 RAMDOS Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,4.6,"12,913 Ratings & 2,000 Reviews","12,913 Ratings & 2,000 Reviews",31.24 cm (12.3 inch) Touchscreen Display,11% off
369,ASUS Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) K413JA-EK284T Thin and Light Laptop,"₹55,890","₹57,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inches) Touchscreen DisplayMyASUS1 Year Onsite,4.5,"6,067 Ratings & 933 Reviews","6,067 Ratings & 933 Reviews",1 Year Onsite Warranty,3% off
370,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 7400 Thin an...,"₹95,850","₹1,24,999",Intel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Display1 Year Onsite Warranty,4,86 Ratings & 12 Reviews,86 Ratings & 12 Reviews,Intel Core i3 Processor (10th Gen),14% off
371,ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX331UAL-EG011T Thin and Light Lap...,"₹75,990","₹71,590","Intel Core i5 Processor (8th Gen)8 GB DDR3 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayAsus Splendid, ICEsound1 Year Onsite Warranty",5,49 Ratings & 8 Reviews,49 Ratings & 8 Reviews,4 GB DDR4 RAM,14% off
372,Lenovo Ideapad 720S Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,"₹74,990","₹1,12,999","Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayMicrosoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.01 Year Onsite Warranty",4.6,"6,067 Ratings & 933 Reviews","6,067 Ratings & 933 Reviews",Windows 10 Operating System,3% off
373,DELL Vostro Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3400 Thin and Light Laptop,"₹47,048","₹89,149","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",5,12 Ratings & 2 Reviews,12 Ratings & 2 Reviews,1 TB HDD,24% off
374,Avita Pura Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home in S Mode) NS14A6INV561-MEGYB Th...,"₹31,990","₹2,69,990",AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Display18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),5,221 Ratings & 29 Reviews,221 Ratings & 29 Reviews,39.62 cm (15.6 inch) Display,16% off
375,ASUS Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X515JA-EJ511T Laptop,"₹51,990","₹99,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 YEAR DOMESTIC WARRANTY,4.5,304 Ratings & 34 Reviews,304 Ratings & 34 Reviews,Onsite Global,14% off
376,DELL G3 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 ...,"₹82,490","₹58,378","Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",4,"14,470 Ratings & 2,051 Reviews","14,470 Ratings & 2,051 Reviews",AMD Athlon Dual Core Processor,11% off
377,acer Aspire 3 Ryzen 3 Dual Core 3200U - (4 GB/1 TB HDD/Windows 10 Home) A315-42 Laptop,"₹29,990","₹36,590","AMD Ryzen 3 Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Configuration Manager, Acer Product Registration, Quick Access1 Year International Travelers Warranty (ITW)",5,4 Ratings & 3 Reviews,4 Ratings & 3 Reviews,4 GB DDR4 RAM,2% off
378,Lenovo IdeaPad Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/4 GB Graphics) 81Y400DXIN Noteb...,"₹75,990","₹78,990",Hard disk capability: 1 TB HDD - 5400 RPMIntel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty,3.3,"1,134 Ratings & 158 Reviews","1,134 Ratings & 158 Reviews",64 bit Windows 10 Operating System,5% off
379,ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin and...,"₹69,290","₹3,13,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMDOS Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,1,"14,470 Ratings & 2,051 Reviews","14,470 Ratings & 2,051 Reviews",1 TB HDD,11% off
380,ASUS ZenBook Pro 15 Core i7 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2014T La...,"₹1,75,190","₹66,990",First Ever ScreenpadNVIDIA GeForce GTX 1050 TiIntel Core i7 Processor (8th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Touchscreen Display1 Year Onsite Warranty,1,118 Ratings & 21 Reviews,118 Ratings & 21 Reviews,39.62 cm (15.6 inch) Display,5% off
381,msi Core i7 8th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060...,"₹1,58,990","₹1,09,990","NVIDIA GeForce RTX 2060Intel Core i7 Processor (8th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD43.94 cm (17.3 inch) DisplayKiller DoubleShot Pro, Dragon Center 2.0, Cooler Boost 5, Nahimic 32 Years Carry In Warranty",4.6,471 Ratings & 70 Reviews,471 Ratings & 70 Reviews,"Microsoft Office Home & Student 2019, HP Documentation, HP Smart, HP Support Assistant",9% off
382,ASUS TUF Gaming F15 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹96,600","₹1,10,990",Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,5,38 Ratings & 3 Reviews,38 Ratings & 3 Reviews,1 Year Onsite Warranty,21% off
383,DELL Inspiron 13 5000 Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home/2 GB Graphics) 5370 Thin and ...,"₹70,999","₹97,579","Preloaded Microsoft Office Home and Student 2016Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)Intel Core i7 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD33.02 cm (13 inch) DisplayMicrosoft Office Home and Student 20161 Year Onsite Warranty",5,"1,781 Ratings & 238 Reviews","1,781 Ratings & 238 Reviews",Intel Core i3 Processor (10th Gen),8% off
384,ASUS ZenBook Pro 15 Core i7 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2014T La...,"₹1,75,190","₹61,990",First Ever ScreenpadNVIDIA GeForce GTX 1050 TiIntel Core i7 Processor (8th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Touchscreen Display1 Year Onsite Warranty,4.6,"12,778 Ratings & 1,589 Reviews","12,778 Ratings & 1,589 Reviews",8 GB LPDDR4X RAM,19% off
385,msi Core i7 8th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060...,"₹1,58,990","₹1,29,999","NVIDIA GeForce RTX 2060Intel Core i7 Processor (8th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD43.94 cm (17.3 inch) DisplayKiller DoubleShot Pro, Dragon Center 2.0, Cooler Boost 5, Nahimic 32 Years Carry In Warranty",4.3,29 Ratings & 6 Reviews,29 Ratings & 6 Reviews,Mac OS Operating System,22% off
386,ASUS TUF Gaming F15 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹96,600","₹1,04,990",Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.7,8 Ratings & 3 Reviews,8 Ratings & 3 Reviews,256 GB SSD,33% off
387,DELL Inspiron 13 5000 Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home/2 GB Graphics) 5370 Thin and ...,"₹70,999","₹1,52,042","Preloaded Microsoft Office Home and Student 2016Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)Intel Core i7 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD33.02 cm (13 inch) DisplayMicrosoft Office Home and Student 20161 Year Onsite Warranty",4.3,14 Ratings & 1 Reviews,14 Ratings & 1 Reviews,33.78 cm (13.3 inch) Display,32% off
388,msi GS66 Stealth Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX...,"₹1,24,990","₹1,16,490","Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayShift, Cooler Boost 5, True Color 2.0, Nahimic 32 Year Carry In Warranty",4.4,"1,203 Ratings & 137 Reviews","1,203 Ratings & 137 Reviews","Built-in Apps: Photos, iMovie, GarageBand, Pages, Numbers, Keynote, Siri, Safari, Mail, FaceTime, Messages, Maps, News, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",11% off
389,ASUS ZenBook S Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX391UA-ET012T Thin and Light Lapt...,"₹1,04,990","₹91,076","Intel Core i7 Processor (8th Gen)16 GB DDR3 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayAsus Smart Gesture, Asus Splendid, USB Charger+1 Year Onsite Warranty",4.2,305 Ratings & 27 Reviews,305 Ratings & 27 Reviews,1 Year Limited Warranty,12% off
390,ASUS ZenBook 13 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4115T Thin and Light Lapt...,"₹82,990","₹63,458",Intel Core i7 Processor (8th Gen)8 GB LPDDR3 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayAsus Splendid1 Year Onsite Warranty,4.4,43 Ratings & 7 Reviews,43 Ratings & 7 Reviews,Intel Core i5 Processor (10th Gen),18% off
391,acer Swift 3 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF313-51-506P Thin and Light Laptop,"₹56,990","₹1,19,442","Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD33.78 cm (13.3 inch) DisplayAcer Care Center, Acer Quick Access1 Year International Travelers Warranty (ITW)",4.5,296 Ratings & 44 Reviews,296 Ratings & 44 Reviews,16 GB DDR4 RAM,25% off
392,HP Envy Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 15-ep0011TX Laptop,"₹1,13,000","₹89,990",Intel Core i5 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.1,13 Ratings & 1 Reviews,13 Ratings & 1 Reviews,64 bit Windows 10 Operating System,20% off
393,msi GL Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1050) GL62 7R...,"₹95,990","₹1,39,999","Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)NVIDIA Geforce GTX 1050 for Desktop Level PerformanceFull HD LED Backlit Anti-glare Display for Better Visual ExperienceIntel Core i7 Processor (7th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayDragon Gaming Center2 Years Warranty",4.8,543 Ratings & 73 Reviews,543 Ratings & 73 Reviews,1 TB HDD|256 GB SSD,19% off
394,ASUS Ryzen 5 Hexa Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) KM513IA-EJ394T Laptop,"₹56,985","₹52,654",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 year,4.5,47 Ratings & 7 Reviews,47 Ratings & 7 Reviews,39.62 cm (15.6 inch) Display,14% off
395,msi GE Core i7 8th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce GTX 1...,"₹1,79,990","₹84,990","512 GB SSD for Reduced Boot Up Time and in Game LoadingPre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)MSI's Cooler Boost 5 Technology for Interruption Free GamingPer-Key RGB Gaming Keyboard Helps in Customizing Each KeyNVIDIA Geforce GTX 1070 for Desktop Level PerformanceIntel Core i7 Processor (8th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|512 GB SSD43.94 cm (17.3 inch) DisplaySHIFT, Xsplit Gamecaster, Dragon Center 2.0, Cooler Boost 5, Nahimic VR, True Color 2.0, TriDef VR2 Years Carry In Warranty",4.5,"2,691 Ratings & 355 Reviews","2,691 Ratings & 355 Reviews","PredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access",8% off
396,acer Predator Helios 300 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹1,29,999","₹59,765","Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)Dual Fan Cooling with Metal AeroBlade 3D128 GB SSD for Reduced Boot Up Time and in Game LoadingUpgradable SSD Upto 512 GB and RAM Upto 32 GBNVIDIA Geforce GTX 1050Ti for Desktop Level PerformanceIntel Core i5 Processor (7th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|128 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Collection, Acer Configuration Manager, Quick Access1 Year International Travelers Warranty (ITW)",3.7,"1,959 Ratings & 189 Reviews","1,959 Ratings & 189 Reviews",1 Year International Travelers Warranty (ITW),25% off
397,ASUS VivoBook 15 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X509JA-EJ432T Laptop,"₹45,990","₹59,999","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayTru2Life, Splendid, My Asus1 Year Onsite Warranty",4.4,61 Ratings & 10 Reviews,61 Ratings & 10 Reviews,Intel Core i7 Processor (11th Gen),14% off
398,msi Core i7 7th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce GTX 1070...,"₹1,85,990","₹1,11,890","Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)256 GB SSD for Reduced Boot Up Time and in Game LoadingMSI SHIFT Technology Minimizes Noise and Temperature and Maximizes Battery LifeNVIDIA Geforce GTX 1070 for Desktop Level PerformanceIntel Core i7 Processor (7th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD43.94 cm (17.3 inch) Display2 Years Warranty",5,9 Ratings & 1 Reviews,9 Ratings & 1 Reviews,16 GB DDR4 RAM,18% off
399,ASUS Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515JA-EJ502TS Thin and Light Laptop,"₹45,990","₹1,72,990",Intel Core i5 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.6,259 Ratings & 70 Reviews,259 Ratings & 70 Reviews,64 bit Windows 10 Operating System,24% off
400,ASUS ZenBook Duo Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX481FL-B5811T Thi...,"₹79,990","₹1,05,990",Intel Core i5 Processor (10th Gen)8 GB LPDDR3 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayAsus Splendid1 Year Limited International Hardware Warranty,4.4,"2,792 Ratings & 439 Reviews","2,792 Ratings & 439 Reviews",512 GB SSD,10% off
